TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
Gestor_Artigos,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,147,0.3,2,106,500,184817,1716733138683,0.9238095238095239,111110111111110001111111111111111110011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110001111000011111111111111111111011110011,0.8418079096045198,111111111111111111111111101111111111111011111110111111111111111011111110111111111111111011111110111111111111111011111110111111101111111011111111111110011110011000000111000110000,1.0,11111111111111111111111111,0,0,24,1,0.7971428571428572,11111111111111111111111111111110111111111110111111111110111111111111111111111111111111111111111111111111111111111101111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111101111111011110000111100000000000000000001111000000000000000000000001111100000000000001110000111,0.6690647482014388,0100000000111010010010001111101101110111111111111111111110011111111111111111011011011011110110110110110110110110110110110001001111110001001,1.0,111111111111111111111111111111111111111111,0.9523809523809523,101111011111111111111111111111111111111111,0.8418079096045198,111111111111111111111111101111111111111101111111101111111111111101111111101111111111111110111111101111111111111110111111101111101111111111011111111110011110011000000111000110000
